Version Number,File Name,LOC Touched,Number of Revisions,Number of Bug Fixed,LOC Added,Max LOC Added,Chg Set Size,Max Chg Set,Avg Chg Set,Avg LOC Added,Buggy
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,85,5,4,38,38,56,21,11.2,7.6,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,2,2,1,0,0,58,41,29,0,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,667,9,6,636,243,170,79,18.88889,70.666664,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,740,11,6,401,260,142,41,12.909091,36.454544,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,31,2,1,27,27,9,6,4.5,13.5,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,1,1,0,0,0,2,2,2,0,false
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,22,4,3,6,3,93,79,23.25,1.5,true
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,549,4,4,540,257,32,12,8,135,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,141,13,7,103,27,173,41,13.307693,7.923077,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,233,4,0,214,213,159,79,39.75,53.5,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,5,3,0,2,1,137,79,45.666668,0.6666667,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,197,4,0,183,179,141,79,35.25,45.75,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,8,1,0,6,6,28,28,28,6,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,12,3,1,8,5,62,30,20.666666,2.6666667,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,310,5,1,306,291,145,79,29,61.2,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,397,6,1,339,237,171,79,28.5,56.5,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,86,2,0,84,84,107,79,53.5,42,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,79,2,0,78,75,33,28,16.5,39,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,38,1,0,38,38,28,28,28,38,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,134,4,0,107,82,86,28,21.5,26.75,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,5,1,0,5,5,28,28,28,5,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,8,3,0,5,5,99,41,33,1.6666666,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,90,9,2,52,22,129,28,14.333333,5.7777777,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,848,7,2,796,559,109,28,15.571428,113.71429,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,100,2,1,96,96,40,28,20,48,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,158,3,0,127,118,59,28,19.666666,42.333332,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,268,4,1,240,163,66,28,16.5,60,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,166,2,1,166,149,37,28,18.5,83,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,268,12,4,237,82,127,28,10.583333,19.75,true
4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,100,6,1,87,42,99,28,16.5,14.5,true
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,85,4,1,73,41,100,79,25,18.25,true
