Version Number,File Name,LOC Touched,Number of Revisions,Number of Bug Fixed,LOC Added,Max LOC Added,Chg Set Size,Max Chg Set,Avg Chg Set,Avg LOC Added,Buggy
0.9.7,storm-core/src/jvm/org/apache/storm/utils/Utils.java,33,1,0,30,30,205,205,205,30,true
0.9.7,storm-core/src/jvm/org/apache/storm/command/AdminCommands.java,114,1,0,114,114,1,1,1,114,false
0.9.7,storm-core/test/jvm/org/apache/storm/utils/staticmocking/ConfigUtilsInstaller.java,2,1,0,2,2,205,205,205,2,false
0.9.7,storm-core/test/jvm/org/apache/storm/utils/ZookeeperServerCnxnFactoryTest.java,39,1,0,39,39,205,205,205,39,false
0.9.7,storm-core/test/jvm/org/apache/storm/utils/ThriftTopologyUtilsTest.java,12,1,0,12,12,205,205,205,12,false
0.9.7,storm-core/test/jvm/org/apache/storm/stats/TestStatsUtil.java,266,1,0,266,266,205,205,205,266,false
0.9.7,storm-core/test/jvm/org/apache/storm/serialization/SerializationFactoryTest.java,61,1,0,61,61,205,205,205,61,false
0.9.7,storm-core/test/jvm/org/apache/storm/security/auth/authorizer/DRPCSimpleACLAuthorizerTest.java,163,1,0,163,163,205,205,205,163,false
0.9.7,storm-core/test/jvm/org/apache/storm/security/auth/DefaultHttpCredentialsPluginTest.java,90,1,0,90,90,205,205,205,90,false
0.9.7,storm-core/test/jvm/org/apache/storm/dependency/DependencyUploaderTest.java,297,1,0,297,297,205,205,205,297,false
0.9.7,storm-core/test/jvm/org/apache/storm/dependency/DependencyPropertiesParserTest.java,72,1,0,72,72,205,205,205,72,false
0.9.7,storm-core/src/jvm/org/apache/storm/utils/WorkerBackpressureThread.java,6,1,0,1,1,205,205,205,1,false
0.9.7,storm-core/src/jvm/org/apache/storm/utils/ThriftTopologyUtils.java,4,1,0,4,4,205,205,205,4,false
0.9.7,storm-core/src/jvm/org/apache/storm/utils/NimbusClient.java,3,1,0,0,0,205,205,205,0,false
0.9.7,storm-core/src/jvm/org/apache/storm/utils/ConfigUtils.java,10,1,0,9,9,205,205,205,9,false
0.9.7,storm-core/src/jvm/org/apache/storm/topology/BaseConfigurationDeclarer.java,1,1,0,0,0,205,205,205,0,false
0.9.7,storm-core/src/jvm/org/apache/storm/task/TopologyContext.java,10,1,0,1,1,205,205,205,1,false
0.9.7,storm-core/src/jvm/org/apache/storm/stats/StatsUtil.java,132,1,0,132,132,205,205,205,132,false
0.9.7,storm-core/src/jvm/org/apache/storm/stats/SpoutExecutorStats.java,1,1,0,1,1,205,205,205,1,false
0.9.7,storm-core/src/jvm/org/apache/storm/stats/CommonStats.java,4,1,0,3,3,205,205,205,3,false
0.9.7,storm-core/src/jvm/org/apache/storm/stats/BoltExecutorStats.java,1,1,0,1,1,205,205,205,1,false
0.9.7,storm-core/src/jvm/org/apache/storm/security/auth/authorizer/SimpleACLAuthorizer.java,2,1,0,1,1,205,205,205,1,false
0.9.7,storm-core/src/jvm/org/apache/storm/security/auth/ThriftClient.java,2,1,0,1,1,205,205,205,1,false
0.9.7,storm-core/src/jvm/org/apache/storm/scheduler/resource/ResourceAwareScheduler.java,9,1,0,9,9,205,205,205,9,false
0.9.7,storm-core/src/jvm/org/apache/storm/scheduler/Cluster.java,174,1,0,134,134,205,205,205,134,false
0.9.7,storm-core/src/jvm/org/apache/storm/messaging/netty/StormClientHandler.java,1,1,0,0,0,205,205,205,0,false
0.9.7,storm-core/src/jvm/org/apache/storm/logging/ThriftAccessLogger.java,17,1,0,14,14,205,205,205,14,false
0.9.7,storm-core/src/jvm/org/apache/storm/generated/WorkerSummary.java,1880,1,0,1880,1880,205,205,205,1880,false
0.9.7,storm-core/src/jvm/org/apache/storm/generated/TopologyStats.java,132,1,0,0,0,205,205,205,0,false
0.9.7,storm-core/src/jvm/org/apache/storm/generated/TopologyPageInfo.java,219,1,0,157,157,205,205,205,157,false
0.9.7,storm-core/src/jvm/org/apache/storm/generated/TopologyInfo.java,80,1,0,0,0,205,205,205,0,false
0.9.7,storm-core/src/jvm/org/apache/storm/generated/TopologyHistoryInfo.java,16,1,0,0,0,205,205,205,0,false
0.9.7,storm-core/src/jvm/org/apache/storm/generated/SupervisorSummary.java,22,1,0,0,0,205,205,205,0,false
