@relation STORM_4-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {0.09.3}
@attribute 'LOC Touched' numeric
@attribute 'Number of Revisions' numeric
@attribute 'Number of Bug Fixed' numeric
@attribute 'LOC Added' numeric
@attribute 'Max LOC Added' numeric
@attribute 'Chg Set Size' numeric
@attribute 'Max Chg Set' numeric
@attribute 'Avg Chg Set' numeric
@attribute 'Avg LOC Added' numeric
@attribute Buggy {true,false}

@data
0.09.3,3422,55,16,1911,263,2502,237,45.49091,34.745453,true
0.09.3,2,1,0,0,0,1,1,1,0,false
0.09.3,53,3,0,20,17,14,5,4.666666,6.666666,false
0.09.3,10,2,0,2,2,9,5,4.5,1,false
0.09.3,10,2,0,0,0,9,5,4.5,0,false
0.09.3,31,3,0,21,19,14,5,4.666666,7,false
0.09.3,4,2,0,1,1,10,5,5,0.5,false
0.09.3,54,1,0,54,54,5,5,5,54,false
0.09.3,55,1,0,55,55,5,5,5,55,false
0.09.3,4482,9,3,4482,498,1358,232,150.88889,498,true
0.09.3,877,13,3,836,131,1366,232,105.07692,64.30769,true
0.09.3,102,2,2,92,88,11,7,5.5,46,true
0.09.3,402,10,4,390,54,1362,232,136.2,39,true
0.09.3,1396,12,6,1218,186,1383,232,115.25,101.5,true
0.09.3,1395,30,6,755,84,2323,237,77.433334,25.166666,true
0.09.3,2771,13,1,2709,249,808,237,62.153847,208.38461,true
0.09.3,321,14,2,314,147,878,237,62.714287,22.428572,true
0.09.3,187,9,1,173,69,862,237,95.77778,19.222221,true
0.09.3,221,9,1,207,86,862,237,95.77778,23,true
0.09.3,157,8,1,157,20,755,237,94.375,19.625,true
0.09.3,236,15,3,35,7,961,237,64.066666,2.333333,true
0.09.3,2193,43,13,1368,136,2181,237,50.720932,31.813953,true
0.09.3,1044,32,9,843,59,2081,237,65.03125,26.34375,true
0.09.3,140,3,0,139,69,42,16,14,46.333332,false
0.09.3,142,3,0,139,70,42,16,14,46.333332,false
0.09.3,159,3,0,158,79,38,16,12.666667,52.666668,false
0.09.3,193,4,0,186,162,51,16,12.75,46.5,false
0.09.3,60,3,0,56,32,42,16,14,18.666666,false
0.09.3,68,3,0,64,40,42,16,14,21.333334,false
0.09.3,7,1,0,7,7,13,13,13,7,false
0.09.3,82,2,0,82,41,29,16,14.5,41,false
0.09.3,170,2,0,170,85,29,16,14.5,85,false
0.09.3,192,4,0,176,90,51,16,12.75,44,false
0.09.3,237,4,0,18,9,44,16,11,4.5,false
0.09.3,183,3,0,159,90,42,16,14,53,false
0.09.3,332,10,1,332,35,906,237,90.6,33.2,true
0.09.3,305,10,1,305,32,906,237,90.6,30.5,true
0.09.3,305,14,2,303,48,965,237,68.92857,21.642857,true
0.09.3,742,18,5,742,168,1137,237,63.166668,41.22222,true
0.09.3,508,21,5,490,194,1067,237,50.809525,23.333334,true
0.09.3,288,9,1,288,32,877,237,97.44444,32,true
0.09.3,279,9,1,279,31,877,237,97.44444,31,true
0.09.3,342,9,1,342,38,877,237,97.44444,38,true
0.09.3,279,9,1,279,31,877,237,97.44444,31,true
0.09.3,270,9,1,270,30,877,237,97.44444,30,true
0.09.3,211,3,0,208,104,38,16,12.666667,69.333336,false
0.09.3,80,2,0,80,40,29,16,14.5,40,false
0.09.3,80,2,0,80,40,29,16,14.5,40,false
0.09.3,270,2,0,270,135,29,16,14.5,135,false
0.09.3,1210,10,1,1210,121,310,77,31,121,true
0.09.3,607,14,3,471,153,1653,237,118.07143,33.642857,true
0.09.3,12,3,1,12,4,569,237,189.66667,4,true
0.09.3,67,3,1,67,25,569,237,189.66667,22.333334,true
0.09.3,522,15,3,116,31,1654,237,110.26667,7.733333,true
0.09.3,119,3,1,119,51,569,237,189.66667,39.666668,true
0.09.3,97,3,1,97,40,569,237,189.66667,32.333332,true
0.09.3,181,3,1,181,82,569,237,189.66667,60.333332,true
0.09.3,177,3,1,177,80,569,237,189.66667,59,true
0.09.3,122,3,1,121,52,569,237,189.66667,40.333332,true
0.09.3,549,3,1,543,181,569,237,189.66667,181,true
0.09.3,393,3,1,393,188,569,237,189.66667,131,true
0.09.3,311,3,1,311,147,569,237,189.66667,103.666664,true
0.09.3,339,7,2,339,62,749,237,107,48.42857,true
0.09.3,127,3,1,127,55,569,237,189.66667,42.333332,true
0.09.3,547,15,4,507,242,1611,237,107.4,33.8,true
0.09.3,201,3,1,201,92,569,237,189.66667,67,true
0.09.3,129,3,1,129,56,569,237,189.66667,43,true
0.09.3,368,10,1,368,172,813,237,81.3,36.8,true
0.09.3,986,34,4,756,265,1767,237,51.97059,22.235294,true
0.09.3,140,12,2,134,47,2035,237,169.58333,11.166667,true
0.09.3,424,6,1,408,132,764,237,127.333336,68,true
0.09.3,9,9,3,0,0,697,237,77.44444,0,true
0.09.3,632,3,2,533,298,11,7,3.666667,177.66667,true
0.09.3,170,10,2,60,10,1278,232,127.8,6,true
0.09.3,111,9,5,104,52,697,237,77.44444,11.555555,true
0.09.3,1358,16,4,1244,87,2068,237,129.25,77.75,true
0.09.3,20,2,0,0,0,5,3,2.5,0,false
0.09.3,95,2,0,75,75,5,3,2.5,37.5,false
0.09.3,422,7,1,407,100,207,81,29.571428,58.142857,true
0.09.3,408,12,1,359,89,492,81,41,29.916666,true
0.09.3,124,5,1,124,31,190,81,38,24.8,true
0.09.3,222,6,1,215,57,204,81,34,35.833332,true
0.09.3,419,8,1,395,99,213,81,26.625,49.375,true
0.09.3,1009,23,4,656,243,1675,237,72.82609,28.52174,true
0.09.3,1706,11,3,1692,281,1337,232,121.545456,153.81818,true
0.09.3,250,8,3,248,41,1288,232,161,31,true
0.09.3,371,9,4,370,47,1296,232,144,41.11111,true
0.09.3,28,1,0,28,28,5,5,5,28,false
0.09.3,44,1,0,44,44,5,5,5,44,false
0.09.3,32,1,0,32,32,5,5,5,32,false
0.09.3,37,1,0,37,37,5,5,5,37,false
0.09.3,307,13,2,256,89,689,237,53,19.692308,true
0.09.3,130,8,3,75,12,1296,232,162,9.375,true
0.09.3,96,10,4,64,10,1770,237,177,6.4,true
0.09.3,741,16,4,532,67,1857,237,116.0625,33.25,true
0.09.3,562,10,5,520,74,1302,232,130.2,52,true
0.09.3,1211,9,4,1089,159,1301,232,144.55556,121,true
0.09.3,581,7,2,581,83,1288,232,184,83,true
0.09.3,1228,9,4,1107,159,1301,232,144.55556,123,true
0.09.3,217,7,2,217,31,1288,232,184,31,true
0.09.3,1179,8,3,1158,168,1293,232,161.625,144.75,true
0.09.3,217,7,2,217,31,1288,232,184,31,true
0.09.3,1283,9,4,1163,167,1301,232,144.55556,129.22223,true
0.09.3,756,8,3,694,100,1296,232,162,86.75,true
0.09.3,28,7,2,28,4,1288,232,184,4,true
0.09.3,307,9,3,220,30,1762,237,195.77777,24.444445,true
0.09.3,15,9,3,4,2,1762,237,195.77777,0.444444,true
0.09.3,942,31,7,474,89,2193,237,70.741936,15.290322,true
0.09.3,110,6,1,105,27,192,81,32,17.5,true
0.09.3,144,5,1,139,37,190,81,38,27.8,true
0.09.3,108,6,1,104,26,192,81,32,17.333334,true
0.09.3,144,5,1,139,37,190,81,38,27.8,true
0.09.3,112,4,1,112,28,188,81,47,28,true
0.09.3,164,4,1,164,41,188,81,47,41,true
0.09.3,128,4,1,128,32,188,81,47,32,true
0.09.3,194,5,1,192,48,190,81,38,38.4,true
0.09.3,645,5,0,386,160,237,99,47.4,77.2,false
0.09.3,57,2,0,37,23,207,130,103.5,18.5,false
0.09.3,21,2,0,17,17,118,77,59,8.5,false
0.09.3,1,1,0,0,0,77,77,77,0,false
0.09.3,92,4,0,41,36,294,130,73.5,10.25,false
0.09.3,23,3,0,16,11,248,130,82.666664,5.333334,false
0.09.3,146,5,0,17,9,393,130,78.6,3.4,false
0.09.3,46,5,0,15,8,490,143,98,3,false
0.09.3,26,2,0,12,12,207,130,103.5,6,false
0.09.3,407,5,0,33,17,485,138,97,6.6,false
0.09.3,268,2,0,2,2,215,138,107.5,1,false
0.09.3,53,3,0,31,30,256,138,85.333336,10.333333,false
0.09.3,10,1,0,3,3,77,77,77,3,false
0.09.3,26,2,0,11,10,207,130,103.5,5.5,false
0.09.3,53,2,0,46,45,220,143,110,23,false
0.09.3,68,1,0,2,2,77,77,77,2,false
0.09.3,50,2,0,7,7,123,77,61.5,3.5,false
0.09.3,153,4,0,14,14,396,143,99,3.5,false
0.09.3,94,3,0,32,29,222,99,74,10.666667,false
0.09.3,85,4,0,26,19,294,130,73.5,6.5,false
0.09.3,963,7,0,346,271,674,143,96.28571,49.42857,false
0.09.3,227,4,0,66,43,396,143,99,16.5,false
0.09.3,6,1,0,6,6,77,77,77,6,false
0.09.3,63,2,0,35,31,207,130,103.5,17.5,false
0.09.3,458,5,0,43,28,587,143,117.4,8.6,false
0.09.3,134,5,0,67,57,490,143,98,13.4,false
0.09.3,275,2,0,11,11,215,138,107.5,5.5,false
0.09.3,78,2,0,8,5,207,130,103.5,4,false
0.09.3,506,2,0,0,0,215,138,107.5,0,false
0.09.3,830,6,0,13,10,488,138,81.333336,2.166667,false
0.09.3,15,2,0,6,4,207,130,103.5,3,false
0.09.3,21,5,0,12,7,484,143,96.8,2.4,false
0.09.3,34,4,0,3,2,386,138,96.5,0.75,false
0.09.3,979,3,0,23,23,345,138,115,7.666666,false
0.09.3,574,7,0,410,165,663,143,94.71429,58.57143,false
0.09.3,622,6,0,29,22,622,143,103.666664,4.833334,false
0.09.3,59,3,0,52,22,211,99,70.333336,17.333334,false
0.09.3,72,2,0,69,68,215,138,107.5,34.5,false
0.09.3,71,3,0,61,48,319,143,106.333336,20.333334,false
0.09.3,15,1,0,3,3,77,77,77,3,false
0.09.3,76,5,0,40,20,529,143,105.8,8,false
0.09.3,2,1,0,2,2,77,77,77,2,false
0.09.3,36,1,0,36,36,77,77,77,36,false
0.09.3,33,3,0,20,16,319,143,106.333336,6.666666,false
0.09.3,4,1,0,4,4,77,77,77,4,false
0.09.3,12,1,0,12,12,77,77,77,12,false
0.09.3,5,1,0,2,2,77,77,77,2,false
0.09.3,16,1,0,8,8,77,77,77,8,false
0.09.3,5837,4,0,5837,1852,341,130,85.25,1459.25,false
0.09.3,52,1,0,51,51,77,77,77,51,false
0.09.3,37,1,0,37,37,77,77,77,37,false
0.09.3,170,3,0,97,93,319,143,106.333336,32.333332,false
0.09.3,15,2,0,14,14,220,143,110,7,false
0.09.3,31,1,0,12,12,77,77,77,12,false
0.09.3,2,1,0,0,0,77,77,77,0,false
0.09.3,162,5,0,124,60,484,143,96.8,24.8,false
0.09.3,662,8,0,307,67,681,143,85.125,38.375,false
0.09.3,193,3,0,56,37,131,77,43.666668,18.666666,false
0.09.3,25,3,0,18,7,256,138,85.333336,6,false
0.09.3,43,2,0,6,5,220,143,110,3,false
0.09.3,150,2,0,1,1,215,138,107.5,0.5,false
0.09.3,41,1,0,1,1,77,77,77,1,false
0.09.3,2096,8,3,2096,262,1289,232,161.125,262,true
0.09.3,473,7,1,469,82,118,33,16.857143,67,true
0.09.3,196,8,1,195,35,122,33,15.25,24.375,true
0.09.3,391,9,1,389,68,124,33,13.777778,43.22222,true
0.09.3,444,12,1,403,64,126,33,10.5,33.583332,true
0.09.3,355,9,1,351,61,124,33,13.777778,39,true
0.09.3,846,9,3,846,94,1355,232,150.55556,94,true
0.09.3,106,2,0,106,53,75,72,37.5,53,false
0.09.3,94,2,0,94,47,75,72,37.5,47,false
0.09.3,597,3,0,595,297,174,99,58,198.33333,false
0.09.3,646,3,0,315,315,309,138,103,105,false
0.09.3,188,4,0,90,89,381,138,95.25,22.5,false
0.09.3,256,2,0,128,128,210,138,105,64,false
0.09.3,116,2,0,58,58,210,138,105,29,false
0.09.3,109,3,0,54,54,353,143,117.666664,18,false
0.09.3,515,7,0,257,241,663,143,94.71429,36.714287,false
0.09.3,393,4,0,189,189,381,138,95.25,47.25,false
0.09.3,183,4,0,90,75,381,138,95.25,22.5,false
0.09.3,249,5,0,123,103,427,138,85.4,24.6,false
0.09.3,10,2,0,5,5,210,138,105,2.5,false
0.09.3,111,3,0,55,53,353,143,117.666664,18.333334,false
0.09.3,120,2,0,60,60,210,138,105,30,false
0.09.3,106,2,0,53,53,210,138,105,26.5,false
0.09.3,35,1,0,35,35,72,72,72,35,false
0.09.3,245,3,0,123,119,256,138,85.333336,41,false
0.09.3,269,3,0,128,124,340,138,113.333336,42.666668,false
0.09.3,246,2,0,123,123,210,138,105,61.5,false
0.09.3,128,2,0,64,64,210,138,105,32,false
0.09.3,70,2,0,35,35,210,138,105,17.5,false
0.09.3,202,2,0,101,101,210,138,105,50.5,false
0.09.3,722,2,0,361,361,210,138,105,180.5,false
0.09.3,211,4,0,100,92,483,143,120.75,25,false
0.09.3,214,3,0,104,95,251,138,83.666664,34.666668,false
0.09.3,249,3,0,126,119,340,138,113.333336,42,false
0.09.3,36,2,0,18,18,210,138,105,9,false
0.09.3,294,2,0,147,147,210,138,105,73.5,false
0.09.3,10,2,0,5,5,210,138,105,2.5,false
0.09.3,66,2,0,33,33,210,138,105,16.5,false
0.09.3,52,2,0,26,26,210,138,105,13,false
0.09.3,130,2,0,65,65,210,138,105,32.5,false
0.09.3,562,2,0,281,281,210,138,105,140.5,false
0.09.3,625,3,0,312,312,353,143,117.666664,104,false
0.09.3,98,2,0,49,49,210,138,105,24.5,false
0.09.3,40,2,0,20,20,210,138,105,10,false
0.09.3,28,2,0,14,14,210,138,105,7,false
0.09.3,72,2,0,36,36,210,138,105,18,false
0.09.3,74,2,0,37,37,210,138,105,18.5,false
0.09.3,138,2,0,69,69,210,138,105,34.5,false
0.09.3,132,2,0,66,66,210,138,105,33,false
0.09.3,206,2,0,188,186,215,143,107.5,94,false
0.09.3,134,2,0,67,67,210,138,105,33.5,false
0.09.3,224,2,0,112,112,210,138,105,56,false
0.09.3,223,4,0,110,106,394,143,98.5,27.5,false
0.09.3,1,1,0,0,0,2,2,2,0,false
0.09.3,598,4,1,595,198,207,81,51.75,148.75,true
0.09.3,233,5,1,233,54,236,81,47.2,46.6,true
0.09.3,1021,5,1,989,317,236,81,47.2,197.8,true
0.09.3,146,4,1,144,48,207,81,51.75,36,true
