Dataset,#TrainingRelease,%Training,%DefectiveTraining,%DefectiveTesting,Classifier,Balancing,FeatureSelection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Undersampling,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Undersampling,Best first selection,Sensitive learning,145,444,0,0,0.246179966,1,1,0,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Undersampling,Best first selection,Sensitive learning,145,444,0,0,0.246179966,1,1,0,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Undersampling,Best first selection,Sensitive learning,145,444,0,0,0.246179966,1,1,0,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Smote,No selection,No cost sensitive,145,1,443,0,0.993150685,1,1,0.995436196,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Smote,No selection,No cost sensitive,145,3,441,0,0.97972973,1,1,0.986371735,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Smote,No selection,No cost sensitive,145,16,428,0,0.900621118,1,0.981484933,0.929431498,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Smote,No selection,Sensitive threshold,145,1,443,0,0.993150685,1,1,0.995436196,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Smote,No selection,Sensitive threshold,145,3,441,0,0.97972973,1,1,0.986371735,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Smote,No selection,Sensitive threshold,145,16,428,0,0.900621118,1,0.981484933,0.929431498,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Smote,No selection,Sensitive learning,145,3,441,0,0.97972973,1,0.999984467,0.986371735,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Smote,No selection,Sensitive learning,145,4,440,0,0.973154362,1,1,0.981870787,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Smote,No selection,Sensitive learning,145,17,427,0,0.895061728,1,0.981484933,0.925188467,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Smote,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Smote,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Smote,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Smote,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Smote,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Smote,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Smote,Best first selection,Sensitive learning,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Smote,Best first selection,Sensitive learning,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Smote,Best first selection,Sensitive learning,145,0,444,0,1,1,1,1,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,No sampling,No selection,No cost sensitive,113,0,242,30,1,0.79020979,0.970727619,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,No sampling,No selection,No cost sensitive,89,2,240,54,0.978021978,0.622377622,0.901736693,0.663461538,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,No sampling,No selection,No cost sensitive,112,0,242,31,1,0.783216783,0.891218286,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,No sampling,No selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.970727619,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,No sampling,No selection,Sensitive threshold,89,2,240,54,0.978021978,0.622377622,0.901736693,0.663461538,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,No sampling,No selection,Sensitive threshold,112,0,242,31,1,0.783216783,0.891218286,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,No sampling,No selection,Sensitive learning,113,0,242,30,1,0.79020979,0.970062995,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,No sampling,No selection,Sensitive learning,113,2,240,30,0.982608696,0.79020979,0.901736693,0.814569536,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,No sampling,No selection,Sensitive learning,112,0,242,31,1,0.783216783,0.891218286,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,No sampling,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,No sampling,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,No sampling,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,No sampling,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,No sampling,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,No sampling,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,No sampling,Best first selection,Sensitive learning,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,No sampling,Best first selection,Sensitive learning,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,No sampling,Best first selection,Sensitive learning,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Oversampling,No selection,No cost sensitive,113,0,242,30,1,0.79020979,0.97874646,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Oversampling,No selection,No cost sensitive,112,2,240,31,0.98245614,0.783216783,0.901014275,0.808489471,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Oversampling,No selection,No cost sensitive,112,0,242,31,1,0.783216783,0.900161822,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Oversampling,No selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.97874646,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Oversampling,No selection,Sensitive threshold,112,2,240,31,0.98245614,0.783216783,0.901014275,0.808489471,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Oversampling,No selection,Sensitive threshold,112,0,242,31,1,0.783216783,0.900161822,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Oversampling,No selection,Sensitive learning,113,0,242,30,1,0.79020979,0.933725366,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Oversampling,No selection,Sensitive learning,113,2,240,30,0.982608696,0.79020979,0.901014275,0.814569536,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Oversampling,No selection,Sensitive learning,112,0,242,31,1,0.783216783,0.900161822,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Oversampling,Best first selection,No cost sensitive,120,5,237,23,0.96,0.839160839,0.963330058,0.840130506,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Oversampling,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.912110617,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Oversampling,Best first selection,No cost sensitive,120,5,237,23,0.96,0.839160839,0.964587066,0.840130506,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Oversampling,Best first selection,Sensitive threshold,120,5,237,23,0.96,0.839160839,0.963330058,0.840130506,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Oversampling,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.912110617,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Oversampling,Best first selection,Sensitive threshold,120,5,237,23,0.96,0.839160839,0.964587066,0.840130506,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Oversampling,Best first selection,Sensitive learning,132,58,184,11,0.694736842,0.923076923,0.959212275,0.640357409,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Oversampling,Best first selection,Sensitive learning,116,10,232,27,0.920634921,0.811188811,0.912110617,0.789053592,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Oversampling,Best first selection,Sensitive learning,132,52,190,11,0.717391304,0.923076923,0.964615963,0.668968623,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Undersampling,No selection,No cost sensitive,113,0,242,30,1,0.79020979,0.953649656,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Undersampling,No selection,No cost sensitive,88,6,236,55,0.936170213,0.615384615,0.90176559,0.63510511,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Undersampling,No selection,No cost sensitive,112,0,242,31,1,0.783216783,0.892952089,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Undersampling,No selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.953649656,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Undersampling,No selection,Sensitive threshold,88,6,236,55,0.936170213,0.615384615,0.90176559,0.63510511,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Undersampling,No selection,Sensitive threshold,112,0,242,31,1,0.783216783,0.892952089,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Undersampling,No selection,Sensitive learning,113,1,241,30,0.99122807,0.79020979,0.904958678,0.82009617,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Undersampling,No selection,Sensitive learning,93,8,234,50,0.920792079,0.65034965,0.901794487,0.656746703,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Undersampling,No selection,Sensitive learning,112,0,242,31,1,0.783216783,0.892952089,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Undersampling,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Undersampling,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Undersampling,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Undersampling,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Undersampling,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Undersampling,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Undersampling,Best first selection,Sensitive learning,143,242,0,0,0.371428571,1,0.895104895,0,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Undersampling,Best first selection,Sensitive learning,143,242,0,0,0.371428571,1,0.895104895,0,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Undersampling,Best first selection,Sensitive learning,143,242,0,0,0.371428571,1,0.895104895,0,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Smote,No selection,No cost sensitive,113,0,242,30,1,0.79020979,0.982849795,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Smote,No selection,No cost sensitive,113,0,242,30,1,0.79020979,0.910824712,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Smote,No selection,No cost sensitive,112,0,242,31,1,0.783216783,0.891218286,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Smote,No selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.982849795,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Smote,No selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.910824712,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Smote,No selection,Sensitive threshold,112,0,242,31,1,0.783216783,0.891218286,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Smote,No selection,Sensitive learning,113,0,242,30,1,0.79020979,0.953057273,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Smote,No selection,Sensitive learning,113,1,241,30,0.99122807,0.79020979,0.910824712,0.82009617,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Smote,No selection,Sensitive learning,112,0,242,31,1,0.783216783,0.891218286,0.819557625,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Smote,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Smote,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Smote,Best first selection,No cost sensitive,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Smote,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Smote,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Smote,Best first selection,Sensitive threshold,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,RandomForest,Smote,Best first selection,Sensitive learning,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,NaiveBayes,Smote,Best first selection,Sensitive learning,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,6,97.96782,17.064608,36.979164,IBk,Smote,Best first selection,Sensitive learning,113,0,242,30,1,0.79020979,0.895104895,0.825639322,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,No sampling,No selection,No cost sensitive,1,0,191,24,1,0.04,0.862408377,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,No sampling,No selection,No cost sensitive,0,1,190,25,0,0,0.598115183,-0.008983112,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,No sampling,No selection,No cost sensitive,1,0,191,24,1,0.04,0.444921466,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,No sampling,No selection,Sensitive threshold,1,0,191,24,1,0.04,0.862408377,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,No sampling,No selection,Sensitive threshold,0,1,190,25,0,0,0.598115183,-0.008983112,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,No sampling,No selection,Sensitive threshold,1,0,191,24,1,0.04,0.444921466,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,No sampling,No selection,Sensitive learning,1,0,191,24,1,0.04,0.795183246,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,No sampling,No selection,Sensitive learning,1,2,189,24,0.333333333,0.04,0.598115183,0.047812818,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,No sampling,No selection,Sensitive learning,1,0,191,24,1,0.04,0.444921466,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,No sampling,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,No sampling,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,No sampling,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,No sampling,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,No sampling,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,No sampling,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,No sampling,Best first selection,Sensitive learning,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,No sampling,Best first selection,Sensitive learning,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,No sampling,Best first selection,Sensitive learning,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Oversampling,No selection,No cost sensitive,1,0,191,24,1,0.04,0.866492147,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Oversampling,No selection,No cost sensitive,0,2,189,25,0,0,0.607329843,-0.017445918,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Oversampling,No selection,No cost sensitive,1,0,191,24,1,0.04,0.630157068,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Oversampling,No selection,Sensitive threshold,1,0,191,24,1,0.04,0.866492147,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Oversampling,No selection,Sensitive threshold,0,2,189,25,0,0,0.607329843,-0.017445918,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Oversampling,No selection,Sensitive threshold,1,0,191,24,1,0.04,0.630157068,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Oversampling,No selection,Sensitive learning,1,0,191,24,1,0.04,0.741151832,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Oversampling,No selection,Sensitive learning,1,2,189,24,0.333333333,0.04,0.607329843,0.047812818,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Oversampling,No selection,Sensitive learning,1,0,191,24,1,0.04,0.630157068,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Oversampling,Best first selection,No cost sensitive,3,2,189,22,0.6,0.12,0.673193717,0.167897271,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Oversampling,Best first selection,No cost sensitive,1,2,189,24,0.333333333,0.04,0.572356021,0.047812818,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Oversampling,Best first selection,No cost sensitive,3,2,189,22,0.6,0.12,0.670680628,0.167897271,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Oversampling,Best first selection,Sensitive threshold,3,2,189,22,0.6,0.12,0.673193717,0.167897271,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Oversampling,Best first selection,Sensitive threshold,1,2,189,24,0.333333333,0.04,0.572356021,0.047812818,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Oversampling,Best first selection,Sensitive threshold,3,2,189,22,0.6,0.12,0.670680628,0.167897271,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Oversampling,Best first selection,Sensitive learning,16,84,107,9,0.16,0.64,0.668376963,0.086909091,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Oversampling,Best first selection,Sensitive learning,1,4,187,24,0.2,0.04,0.572356021,0.029213483,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Oversampling,Best first selection,Sensitive learning,16,83,108,9,0.161616162,0.64,0.670680628,0.089859852,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Undersampling,No selection,No cost sensitive,1,0,191,24,1,0.04,0.619895288,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Undersampling,No selection,No cost sensitive,0,3,188,25,0,0,0.576858639,-0.02543235,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Undersampling,No selection,No cost sensitive,1,0,191,24,1,0.04,0.434554974,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Undersampling,No selection,Sensitive threshold,1,0,191,24,1,0.04,0.619895288,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Undersampling,No selection,Sensitive threshold,0,3,188,25,0,0,0.576858639,-0.02543235,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Undersampling,No selection,Sensitive threshold,1,0,191,24,1,0.04,0.434554974,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Undersampling,No selection,Sensitive learning,1,1,190,24,0.5,0.04,0.496753927,0.057920447,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Undersampling,No selection,Sensitive learning,1,4,187,24,0.2,0.04,0.576858639,0.029213483,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Undersampling,No selection,Sensitive learning,1,0,191,24,1,0.04,0.434554974,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Undersampling,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Undersampling,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Undersampling,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Undersampling,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Undersampling,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Undersampling,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Undersampling,Best first selection,Sensitive learning,25,191,0,0,0.115740741,1,0.52,0,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Undersampling,Best first selection,Sensitive learning,25,191,0,0,0.115740741,1,0.52,0,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Undersampling,Best first selection,Sensitive learning,25,191,0,0,0.115740741,1,0.52,0,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Smote,No selection,No cost sensitive,1,0,191,24,1,0.04,0.90973822,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Smote,No selection,No cost sensitive,1,1,190,24,0.5,0.04,0.585863874,0.057920447,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Smote,No selection,No cost sensitive,1,0,191,24,1,0.04,0.444921466,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Smote,No selection,Sensitive threshold,1,0,191,24,1,0.04,0.90973822,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Smote,No selection,Sensitive threshold,1,1,190,24,0.5,0.04,0.585863874,0.057920447,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Smote,No selection,Sensitive threshold,1,0,191,24,1,0.04,0.444921466,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Smote,No selection,Sensitive learning,1,0,191,24,1,0.04,0.880942408,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Smote,No selection,Sensitive learning,1,1,190,24,0.5,0.04,0.585863874,0.057920447,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Smote,No selection,Sensitive learning,1,0,191,24,1,0.04,0.444921466,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Smote,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Smote,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Smote,Best first selection,No cost sensitive,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Smote,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Smote,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Smote,Best first selection,Sensitive threshold,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,RandomForest,Smote,Best first selection,Sensitive learning,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,NaiveBayes,Smote,Best first selection,Sensitive learning,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,7,98.87505,17.473673,11.16279,IBk,Smote,Best first selection,Sensitive learning,1,0,191,24,1,0.04,0.52,0.068630974,,,,,
STORM,8,83.957825,17.407,36.692223,RandomForest,No sampling,No selection,No cost sensitive,1310,59,2253,31,0.956902849,0.976882923,0.998206517,0.947210745,,,,,
STORM,8,83.957825,17.407,36.692223,NaiveBayes,No sampling,No selection,No cost sensitive,1278,54,2258,63,0.959459459,0.953020134,0.97972837,0.930975792,,,,,
STORM,8,83.957825,17.407,36.692223,IBk,No sampling,No selection,No cost sensitive,280,213,2099,1061,0.567951318,0.208799403,0.512659367,0.134536622,,,,,
STORM,8,83.957825,17.407,36.692223,RandomForest,No sampling,No selection,Sensitive threshold,1310,59,2253,31,0.956902849,0.976882923,0.998206517,0.947210745,,,,,
STORM,8,83.957825,17.407,36.692223,NaiveBayes,No sampling,No selection,Sensitive threshold,1278,54,2258,63,0.959459459,0.953020134,0.97972837,0.930975792,,,,,
STORM,8,83.957825,17.407,36.692223,IBk,No sampling,No selection,Sensitive threshold,280,213,2099,1061,0.567951318,0.208799403,0.512659367,0.134536622,,,,,
STORM,8,83.957825,17.407,36.692223,RandomForest,No sampling,No selection,Sensitive learning,1311,105,2207,30,0.925847458,0.977628635,0.997418552,0.921392136,,,,,
STORM,8,83.957825,17.407,36.692223,NaiveBayes,No sampling,No selection,Sensitive learning,1309,74,2238,32,0.946493131,0.976137211,0.979730305,0.937961403,,,,,
STORM,8,83.957825,17.407,36.692223,IBk,No sampling,No selection,Sensitive learning,289,214,2098,1052,0.574552684,0.215510813,0.512659367,0.141521409,,,,,
STORM,8,83.957825,17.407,36.692223,RandomForest,No sampling,Best first selection,No cost sensitive,1308,0,2312,33,1,0.975391499,0.987695749,0.980458087,,,,,
STORM,8,83.957825,17.407,36.692223,NaiveBayes,No sampling,Best first selection,No cost sensitive,1308,0,2312,33,1,0.975391499,0.987695749,0.980458087,,,,,
STORM,8,83.957825,17.407,36.692223,IBk,No sampling,Best first selection,No cost sensitive,1308,0,2312,33,1,0.975391499,0.987695749,0.980458087,,,,,
STORM,8,83.957825,17.407,36.692223,RandomForest,No sampling,Best first selection,Sensitive threshold,1308,0,2312,33,1,0.975391499,0.987695749,0.980458087,,,,,
STORM,8,83.957825,17.407,36.692223,NaiveBayes,No sampling,Best first selection,Sensitive threshold,1308,0,2312,33,1,0.975391499,0.987695749,0.980458087,,,,,
