Dataset,#TrainingRelease,%Training,%DefectiveTraining,%DefectiveTesting,Classifier,Balancing,FeatureSelection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Oversampling,No selection,No cost sensitive,276,3,446,6,0.989247312,0.978723404,0.991687596,0.973968782,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Oversampling,No selection,No cost sensitive,64,2,447,218,0.96969697,0.226950355,0.986486913,0.259453685,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Oversampling,No selection,No cost sensitive,113,7,442,169,0.941666667,0.40070922,0.622940656,0.431183737,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Oversampling,No selection,Sensitive threshold,276,3,446,6,0.989247312,0.978723404,0.991687596,0.973968782,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Oversampling,No selection,Sensitive threshold,64,2,447,218,0.96969697,0.226950355,0.986486913,0.259453685,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Oversampling,No selection,Sensitive threshold,113,7,442,169,0.941666667,0.40070922,0.622940656,0.431183737,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Oversampling,No selection,Sensitive learning,276,13,436,6,0.955017301,0.978723404,0.993665987,0.945405947,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Oversampling,No selection,Sensitive learning,175,2,447,107,0.988700565,0.620567376,0.986486913,0.661948825,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Oversampling,No selection,Sensitive learning,113,7,442,169,0.941666667,0.40070922,0.622940656,0.431183737,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Oversampling,Best first selection,No cost sensitive,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Oversampling,Best first selection,No cost sensitive,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Oversampling,Best first selection,No cost sensitive,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Oversampling,Best first selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Oversampling,Best first selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Oversampling,Best first selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Oversampling,Best first selection,Sensitive learning,282,449,0,0,0.385772914,1,0.989361702,0,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Oversampling,Best first selection,Sensitive learning,282,449,0,0,0.385772914,1,0.989361702,0,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Oversampling,Best first selection,Sensitive learning,282,449,0,0,0.385772914,1,0.989361702,0,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Undersampling,No selection,No cost sensitive,276,2,447,6,0.992805755,0.978723404,0.995229746,0.97684584,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Undersampling,No selection,No cost sensitive,64,5,444,218,0.927536232,0.226950355,0.982407715,0.251083086,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Undersampling,No selection,No cost sensitive,117,24,425,165,0.829787234,0.414893617,0.685562084,0.398495357,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Undersampling,No selection,Sensitive threshold,276,2,447,6,0.992805755,0.978723404,0.995229746,0.97684584,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Undersampling,No selection,Sensitive threshold,64,5,444,218,0.927536232,0.226950355,0.982407715,0.251083086,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Undersampling,No selection,Sensitive threshold,117,24,425,165,0.829787234,0.414893617,0.685562084,0.398495357,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Undersampling,No selection,Sensitive learning,277,29,420,5,0.905228758,0.982269504,0.9916718,0.903383558,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Undersampling,No selection,Sensitive learning,72,5,444,210,0.935064935,0.255319149,0.982407715,0.282354875,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Undersampling,No selection,Sensitive learning,117,24,425,165,0.829787234,0.414893617,0.685562084,0.398495357,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Undersampling,Best first selection,No cost sensitive,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Undersampling,Best first selection,No cost sensitive,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Undersampling,Best first selection,No cost sensitive,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Undersampling,Best first selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Undersampling,Best first selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Undersampling,Best first selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Undersampling,Best first selection,Sensitive learning,282,449,0,0,0.385772914,1,0.989361702,0,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Undersampling,Best first selection,Sensitive learning,282,449,0,0,0.385772914,1,0.989361702,0,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Undersampling,Best first selection,Sensitive learning,282,449,0,0,0.385772914,1,0.989361702,0,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Smote,No selection,No cost sensitive,276,0,449,6,1,0.978723404,0.993989796,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Smote,No selection,No cost sensitive,276,2,447,6,0.992805755,0.978723404,0.990269946,0.97684584,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Smote,No selection,No cost sensitive,269,5,444,13,0.981751825,0.953900709,0.968428659,0.947764986,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Smote,No selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.993989796,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Smote,No selection,Sensitive threshold,276,2,447,6,0.992805755,0.978723404,0.990269946,0.97684584,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Smote,No selection,Sensitive threshold,269,5,444,13,0.981751825,0.953900709,0.968428659,0.947764986,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Smote,No selection,Sensitive learning,277,13,436,5,0.955172414,0.982269504,0.991545436,0.948313247,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Smote,No selection,Sensitive learning,276,2,447,6,0.992805755,0.978723404,0.990269946,0.97684584,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Smote,No selection,Sensitive learning,269,5,444,13,0.981751825,0.953900709,0.968428659,0.947764986,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Smote,Best first selection,No cost sensitive,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Smote,Best first selection,No cost sensitive,275,0,449,7,1,0.975177305,0.989361702,0.979699842,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Smote,Best first selection,No cost sensitive,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Smote,Best first selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Smote,Best first selection,Sensitive threshold,275,0,449,7,1,0.975177305,0.989361702,0.979699842,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Smote,Best first selection,Sensitive threshold,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,RandomForest,Smote,Best first selection,Sensitive learning,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,NaiveBayes,Smote,Best first selection,Sensitive learning,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,3,95.53079,16.643167,38.49315,IBk,Smote,Best first selection,Sensitive learning,276,0,449,6,1,0.978723404,0.989361702,0.982611385,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,No sampling,No selection,No cost sensitive,47,1,1452,88,0.979166667,0.348148148,0.880706584,0.490959646,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,No sampling,No selection,No cost sensitive,46,17,1436,89,0.73015873,0.340740741,0.844176799,0.434027988,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,No sampling,No selection,No cost sensitive,55,174,1279,80,0.240174672,0.407407407,0.572626239,0.218615968,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,No sampling,No selection,Sensitive threshold,47,1,1452,88,0.979166667,0.348148148,0.880706584,0.490959646,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,No sampling,No selection,Sensitive threshold,46,17,1436,89,0.73015873,0.340740741,0.844176799,0.434027988,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,No sampling,No selection,Sensitive threshold,55,174,1279,80,0.240174672,0.407407407,0.572626239,0.218615968,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,No sampling,No selection,Sensitive learning,48,5,1448,87,0.905660377,0.355555556,0.869524101,0.486000971,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,No sampling,No selection,Sensitive learning,53,28,1425,82,0.654320988,0.392592593,0.844176799,0.456059389,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,No sampling,No selection,Sensitive learning,55,175,1278,80,0.239130435,0.407407407,0.572626239,0.217537486,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,No sampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,No sampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,No sampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,No sampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,No sampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,No sampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,No sampling,Best first selection,Sensitive learning,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,No sampling,Best first selection,Sensitive learning,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,No sampling,Best first selection,Sensitive learning,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Oversampling,No selection,No cost sensitive,53,3,1450,82,0.946428571,0.392592593,0.918464989,0.531625189,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Oversampling,No selection,No cost sensitive,50,16,1437,85,0.757575758,0.37037037,0.85239479,0.467800165,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Oversampling,No selection,No cost sensitive,56,180,1273,79,0.237288136,0.414814815,0.589852413,0.217224815,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Oversampling,No selection,Sensitive threshold,53,3,1450,82,0.946428571,0.392592593,0.918464989,0.531625189,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Oversampling,No selection,Sensitive threshold,50,16,1437,85,0.757575758,0.37037037,0.85239479,0.467800165,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Oversampling,No selection,Sensitive threshold,56,180,1273,79,0.237288136,0.414814815,0.589852413,0.217224815,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Oversampling,No selection,Sensitive learning,54,16,1437,81,0.771428571,0.4,0.859904157,0.497665014,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Oversampling,No selection,Sensitive learning,55,33,1420,80,0.625,0.407407407,0.85239479,0.456829437,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Oversampling,No selection,Sensitive learning,56,180,1273,79,0.237288136,0.414814815,0.589852413,0.217224815,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Oversampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Oversampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Oversampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Oversampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Oversampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Oversampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Oversampling,Best first selection,Sensitive learning,135,1453,0,0,0.085012594,1,0.674074074,0,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Oversampling,Best first selection,Sensitive learning,135,1453,0,0,0.085012594,1,0.674074074,0,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Oversampling,Best first selection,Sensitive learning,135,1453,0,0,0.085012594,1,0.674074074,0,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Undersampling,No selection,No cost sensitive,50,11,1442,85,0.819672131,0.37037037,0.885333027,0.482837932,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Undersampling,No selection,No cost sensitive,49,58,1395,86,0.457943925,0.362962963,0.809380337,0.356589365,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Undersampling,No selection,No cost sensitive,81,307,1146,54,0.208762887,0.6,0.620272234,0.21011789,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Undersampling,No selection,Sensitive threshold,50,11,1442,85,0.819672131,0.37037037,0.885333027,0.482837932,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Undersampling,No selection,Sensitive threshold,49,58,1395,86,0.457943925,0.362962963,0.809380337,0.356589365,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Undersampling,No selection,Sensitive threshold,81,307,1146,54,0.208762887,0.6,0.620272234,0.21011789,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Undersampling,No selection,Sensitive learning,90,217,1236,45,0.293159609,0.666666667,0.89674747,0.32786435,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Undersampling,No selection,Sensitive learning,53,70,1383,82,0.430894309,0.392592593,0.80927073,0.358884869,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Undersampling,No selection,Sensitive learning,81,307,1146,54,0.208762887,0.6,0.620272234,0.21011789,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Undersampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Undersampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Undersampling,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Undersampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Undersampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Undersampling,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Undersampling,Best first selection,Sensitive learning,135,1453,0,0,0.085012594,1,0.674074074,0,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Undersampling,Best first selection,Sensitive learning,135,1453,0,0,0.085012594,1,0.674074074,0,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Undersampling,Best first selection,Sensitive learning,135,1453,0,0,0.085012594,1,0.674074074,0,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Smote,No selection,No cost sensitive,47,2,1451,88,0.959183673,0.348148148,0.868619204,0.487672156,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Smote,No selection,No cost sensitive,50,13,1440,85,0.793650794,0.37037037,0.82466162,0.476742857,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Smote,No selection,No cost sensitive,56,344,1109,79,0.14,0.414814815,0.532762356,0.094198873,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Smote,No selection,Sensitive threshold,47,2,1451,88,0.959183673,0.348148148,0.868619204,0.487672156,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Smote,No selection,Sensitive threshold,50,13,1440,85,0.793650794,0.37037037,0.82466162,0.476742857,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Smote,No selection,Sensitive threshold,56,344,1109,79,0.14,0.414814815,0.532762356,0.094198873,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Smote,No selection,Sensitive learning,48,6,1447,87,0.888888889,0.355555556,0.846261885,0.482812237,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Smote,No selection,Sensitive learning,50,17,1436,85,0.746268657,0.37037037,0.824539267,0.464871187,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Smote,No selection,Sensitive learning,56,345,1108,79,0.139650873,0.414814815,0.532762356,0.09366831,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Smote,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Smote,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Smote,Best first selection,No cost sensitive,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Smote,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Smote,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Smote,Best first selection,Sensitive threshold,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,RandomForest,Smote,Best first selection,Sensitive learning,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,NaiveBayes,Smote,Best first selection,Sensitive learning,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,4,91.14496,17.624733,8.443604,IBk,Smote,Best first selection,Sensitive learning,47,0,1453,88,1,0.348148148,0.674074074,0.494278497,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,No sampling,No selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,No sampling,No selection,No cost sensitive,95,5,439,50,0.95,0.655172414,0.993460702,0.719049477,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,No sampling,No selection,No cost sensitive,130,15,429,15,0.896551724,0.896551724,0.936975769,0.86276794,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,No sampling,No selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,No sampling,No selection,Sensitive threshold,95,5,439,50,0.95,0.655172414,0.993460702,0.719049477,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,No sampling,No selection,Sensitive threshold,130,15,429,15,0.896551724,0.896551724,0.936975769,0.86276794,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,No sampling,No selection,Sensitive learning,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,No sampling,No selection,Sensitive learning,142,5,439,3,0.965986395,0.979310345,0.993460702,0.963573958,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,No sampling,No selection,Sensitive learning,130,16,428,15,0.890410959,0.896551724,0.936975769,0.858522071,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,No sampling,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,No sampling,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,No sampling,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,No sampling,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,No sampling,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,No sampling,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,No sampling,Best first selection,Sensitive learning,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,No sampling,Best first selection,Sensitive learning,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,No sampling,Best first selection,Sensitive learning,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Oversampling,No selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Oversampling,No selection,No cost sensitive,121,8,436,24,0.937984496,0.834482759,0.987799006,0.847970575,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Oversampling,No selection,No cost sensitive,130,17,427,15,0.884353741,0.896551724,0.932991612,0.85429583,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Oversampling,No selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Oversampling,No selection,Sensitive threshold,121,8,436,24,0.937984496,0.834482759,0.987799006,0.847970575,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Oversampling,No selection,Sensitive threshold,130,17,427,15,0.884353741,0.896551724,0.932991612,0.85429583,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Oversampling,No selection,Sensitive learning,145,6,438,0,0.960264901,1,1,0.972930741,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Oversampling,No selection,Sensitive learning,142,13,431,3,0.916129032,0.979310345,0.987845604,0.928470588,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Oversampling,No selection,Sensitive learning,130,17,427,15,0.884353741,0.896551724,0.932991612,0.85429583,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Oversampling,Best first selection,No cost sensitive,145,5,439,0,0.966666667,1,1,0.977390503,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Oversampling,Best first selection,No cost sensitive,145,3,441,0,0.97972973,1,1,0.986371735,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Oversampling,Best first selection,No cost sensitive,145,5,439,0,0.966666667,1,1,0.977390503,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Oversampling,Best first selection,Sensitive threshold,145,5,439,0,0.966666667,1,1,0.977390503,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Oversampling,Best first selection,Sensitive threshold,145,3,441,0,0.97972973,1,1,0.986371735,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Oversampling,Best first selection,Sensitive threshold,145,5,439,0,0.966666667,1,1,0.977390503,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Oversampling,Best first selection,Sensitive learning,145,221,223,0,0.396174863,1,1,0.331915068,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Oversampling,Best first selection,Sensitive learning,145,14,430,0,0.911949686,1,1,0.937974817,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Oversampling,Best first selection,Sensitive learning,145,214,230,0,0.403899721,1,1,0.34605128,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Undersampling,No selection,No cost sensitive,145,20,424,0,0.878787879,1,1,0.912572362,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Undersampling,No selection,No cost sensitive,127,8,436,18,0.940740741,0.875862069,0.990400746,0.878238054,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Undersampling,No selection,No cost sensitive,136,96,348,9,0.586206897,0.937931034,0.865773532,0.600414801,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Undersampling,No selection,Sensitive threshold,145,20,424,0,0.878787879,1,1,0.912572362,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Undersampling,No selection,Sensitive threshold,127,8,436,18,0.940740741,0.875862069,0.990400746,0.878238054,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Undersampling,No selection,Sensitive threshold,136,96,348,9,0.586206897,0.937931034,0.865773532,0.600414801,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Undersampling,No selection,Sensitive learning,145,117,327,0,0.553435115,1,1,0.579139261,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Undersampling,No selection,Sensitive learning,145,9,435,0,0.941558442,1,0.990400746,0.959673186,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Undersampling,No selection,Sensitive learning,136,96,348,9,0.586206897,0.937931034,0.865773532,0.600414801,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Undersampling,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Undersampling,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,IBk,Undersampling,Best first selection,No cost sensitive,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,RandomForest,Undersampling,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
STORM,5,96.82351,16.816381,24.659864,NaiveBayes,Undersampling,Best first selection,Sensitive threshold,145,0,444,0,1,1,1,1,,,,,
